case,n,algorithm,repeat,time_us,char_ops
common_prefix,700,std_quick_sort,4,787,892265
common_prefix,700,std_quick_sort,5,670,892265
common_prefix,700,std_quick_sort,6,636,892265
common_prefix,700,std_quick_sort,7,642,892265
common_prefix,700,std_merge_sort,1,1298,467908
common_prefix,700,std_merge_sort,2,1290,467908
common_prefix,700,std_merge_sort,3,1196,467908
common_prefix,700,std_merge_sort,4,891,467908
common_prefix,700,std_merge_sort,5,890,467908
common_prefix,700,std_merge_sort,6,884,467908
common_prefix,700,std_merge_sort,7,871,467908
common_prefix,700,string_quick_sort,1,105,63190
common_prefix,700,string_quick_sort,2,117,63190
common_prefix,700,string_quick_sort,3,125,63190
common_prefix,700,string_quick_sort,4,130,63190
common_prefix,700,string_quick_sort,5,116,63190
common_prefix,700,string_quick_sort,6,88,63190
common_prefix,700,string_quick_sort,7,81,63190
common_prefix,700,string_merge_sort,1,1387,467908
common_prefix,700,string_merge_sort,2,1089,467908
common_prefix,700,string_merge_sort,3,1102,467908
common_prefix,700,string_merge_sort,4,1120,467908
common_prefix,700,string_merge_sort,5,1120,467908
common_prefix,700,string_merge_sort,6,1095,467908
common_prefix,700,string_merge_sort,7,1087,467908
common_prefix,700,msd_radix_sort,1,1702,57488
common_prefix,700,msd_radix_sort,2,1408,57488
common_prefix,700,msd_radix_sort,3,1369,57488
common_prefix,700,msd_radix_sort,4,1456,57488
common_prefix,700,msd_radix_sort,5,1411,57488
common_prefix,700,msd_radix_sort,6,1379,57488
common_prefix,700,msd_radix_sort,7,1465,57488
common_prefix,700,msd_radix_quick_sort,1,1275,58867
common_prefix,700,msd_radix_quick_sort,2,1229,58867
common_prefix,700,msd_radix_quick_sort,3,1265,58867
common_prefix,700,msd_radix_quick_sort,4,1238,58867
common_prefix,700,msd_radix_quick_sort,5,1966,58867
common_prefix,700,msd_radix_quick_sort,6,1301,58867
common_prefix,700,msd_radix_quick_sort,7,1298,58867
common_prefix,800,std_quick_sort,1,663,1090394
common_prefix,800,std_quick_sort,2,716,1090394
common_prefix,800,std_quick_sort,3,706,1090394
common_prefix,800,std_quick_sort,4,811,1090394
common_prefix,800,std_quick_sort,5,728,1090394
common_prefix,800,std_quick_sort,6,754,1090394
common_prefix,800,std_quick_sort,7,673,1090394
common_prefix,800,std_merge_sort,1,1155,549051
common_prefix,800,std_merge_sort,2,1063,549051
common_prefix,800,std_merge_sort,3,1085,549051
common_prefix,800,std_merge_sort,4,1143,549051
common_prefix,800,std_merge_sort,5,1244,549051
common_prefix,800,std_merge_sort,6,1336,549051
common_prefix,800,std_merge_sort,7,1085,549051
common_prefix,800,string_quick_sort,1,124,72074
common_prefix,800,string_quick_sort,2,116,72074
common_prefix,800,string_quick_sort,3,118,72074
common_prefix,800,string_quick_sort,4,127,72074
common_prefix,800,string_quick_sort,5,103,72074
common_prefix,800,string_quick_sort,6,100,72074
common_prefix,800,string_quick_sort,7,99,72074
common_prefix,800,string_merge_sort,1,1378,549051
common_prefix,800,string_merge_sort,2,1315,549051
common_prefix,800,string_merge_sort,3,1312,549051
common_prefix,800,string_merge_sort,4,1303,549051
common_prefix,800,string_merge_sort,5,1320,549051
common_prefix,800,string_merge_sort,6,1289,549051
common_prefix,800,string_merge_sort,7,1413,549051
common_prefix,800,msd_radix_sort,1,1714,65706
common_prefix,800,msd_radix_sort,2,1583,65706
common_prefix,800,msd_radix_sort,3,1577,65706
common_prefix,800,msd_radix_sort,4,1523,65706
common_prefix,800,msd_radix_sort,5,1590,65706
common_prefix,800,msd_radix_sort,6,1576,65706
common_prefix,800,msd_radix_sort,7,1608,65706
common_prefix,800,msd_radix_quick_sort,1,1419,67404
common_prefix,800,msd_radix_quick_sort,2,1413,67404
common_prefix,800,msd_radix_quick_sort,3,1423,67404
common_prefix,800,msd_radix_quick_sort,4,1532,67404
common_prefix,800,msd_radix_quick_sort,5,1389,67404
common_prefix,800,msd_radix_quick_sort,6,1424,67404
common_prefix,800,msd_radix_quick_sort,7,1366,67404
common_prefix,900,std_quick_sort,1,670,1168816
common_prefix,900,std_quick_sort,2,677,1168816
common_prefix,900,std_quick_sort,3,693,1168816
common_prefix,900,std_quick_sort,4,678,1168816
common_prefix,900,std_quick_sort,5,661,1168816
common_prefix,900,std_quick_sort,6,692,1168816
common_prefix,900,std_quick_sort,7,680,1168816
common_prefix,900,std_merge_sort,1,1190,627795
common_prefix,900,std_merge_sort,2,1188,627795
common_prefix,900,std_merge_sort,3,1143,627795
common_prefix,900,std_merge_sort,4,1126,627795
common_prefix,900,std_merge_sort,5,1399,627795
common_prefix,900,std_merge_sort,6,1891,627795
common_prefix,900,std_merge_sort,7,2444,627795
common_prefix,900,string_quick_sort,1,241,81387
common_prefix,900,string_quick_sort,2,241,81387
common_prefix,900,string_quick_sort,3,226,81387
common_prefix,900,string_quick_sort,4,223,81387
common_prefix,900,string_quick_sort,5,196,81387
common_prefix,900,string_quick_sort,6,116,81387
common_prefix,900,string_quick_sort,7,118,81387
common_prefix,900,string_merge_sort,1,1858,627795
common_prefix,900,string_merge_sort,2,1703,627795
common_prefix,900,string_merge_sort,3,1441,627795
common_prefix,900,string_merge_sort,4,1437,627795
common_prefix,900,string_merge_sort,5,1416,627795
common_prefix,900,string_merge_sort,6,1817,627795
common_prefix,900,string_merge_sort,7,1487,627795
common_prefix,900,msd_radix_sort,1,1894,73947
common_prefix,900,msd_radix_sort,2,1835,73947
common_prefix,900,msd_radix_sort,3,1783,73947
common_prefix,900,msd_radix_sort,4,1918,73947
common_prefix,900,msd_radix_sort,5,1724,73947
common_prefix,900,msd_radix_sort,6,1778,73947
common_prefix,900,msd_radix_sort,7,1864,73947
common_prefix,900,msd_radix_quick_sort,1,1686,76046
common_prefix,900,msd_radix_quick_sort,2,1640,76046
common_prefix,900,msd_radix_quick_sort,3,1914,76046
common_prefix,900,msd_radix_quick_sort,4,2089,76046
common_prefix,900,msd_radix_quick_sort,5,2285,76046
common_prefix,900,msd_radix_quick_sort,6,2264,76046
common_prefix,900,msd_radix_quick_sort,7,2275,76046
common_prefix,1000,std_quick_sort,1,853,1295461
common_prefix,1000,std_quick_sort,2,774,1295461
common_prefix,1000,std_quick_sort,3,774,1295461
common_prefix,1000,std_quick_sort,4,779,1295461
common_prefix,1000,std_quick_sort,5,773,1295461
common_prefix,1000,std_quick_sort,6,941,1295461
common_prefix,1000,std_quick_sort,7,755,1295461
common_prefix,1000,std_merge_sort,1,1815,709354
common_prefix,1000,std_merge_sort,2,1368,709354
common_prefix,1000,std_merge_sort,3,1356,709354
common_prefix,1000,std_merge_sort,4,1375,709354
common_prefix,1000,std_merge_sort,5,1345,709354
common_prefix,1000,std_merge_sort,6,1414,709354
common_prefix,1000,std_merge_sort,7,1372,709354
common_prefix,1000,string_quick_sort,1,166,90933
common_prefix,1000,string_quick_sort,2,151,90933
common_prefix,1000,string_quick_sort,3,139,90933
common_prefix,1000,string_quick_sort,4,140,90933
common_prefix,1000,string_quick_sort,5,153,90933
common_prefix,1000,string_quick_sort,6,179,90933
common_prefix,1000,string_quick_sort,7,192,90933
common_prefix,1000,string_merge_sort,1,1831,709354
common_prefix,1000,string_merge_sort,2,1673,709354
common_prefix,1000,string_merge_sort,3,1666,709354
common_prefix,1000,string_merge_sort,4,1635,709354
common_prefix,1000,string_merge_sort,5,1627,709354
common_prefix,1000,string_merge_sort,6,1665,709354
common_prefix,1000,string_merge_sort,7,1655,709354
common_prefix,1000,msd_radix_sort,1,2189,82184
common_prefix,1000,msd_radix_sort,2,2161,82184
common_prefix,1000,msd_radix_sort,3,2033,82184
common_prefix,1000,msd_radix_sort,4,1950,82184
common_prefix,1000,msd_radix_sort,5,1990,82184
common_prefix,1000,msd_radix_sort,6,1946,82184
common_prefix,1000,msd_radix_sort,7,1973,82184
common_prefix,1000,msd_radix_quick_sort,1,1893,84673
common_prefix,1000,msd_radix_quick_sort,2,1760,84673
common_prefix,1000,msd_radix_quick_sort,3,1761,84673
common_prefix,1000,msd_radix_quick_sort,4,1759,84673
common_prefix,1000,msd_radix_quick_sort,5,1782,84673
common_prefix,1000,msd_radix_quick_sort,6,1768,84673
common_prefix,1000,msd_radix_quick_sort,7,1772,84673
common_prefix,1100,std_quick_sort,1,918,1621742
common_prefix,1100,std_quick_sort,2,918,1621742
common_prefix,1100,std_quick_sort,3,914,1621742
common_prefix,1100,std_quick_sort,4,1228,1621742
common_prefix,1100,std_quick_sort,5,961,1621742
common_prefix,1100,std_quick_sort,6,955,1621742
common_prefix,1100,std_quick_sort,7,1002,1621742
common_prefix,1100,std_merge_sort,1,1777,792225
common_prefix,1100,std_merge_sort,2,1592,792225
common_prefix,1100,std_merge_sort,3,1461,792225
common_prefix,1100,std_merge_sort,4,1517,792225
common_prefix,1100,std_merge_sort,5,1806,792225
common_prefix,1100,std_merge_sort,6,1575,792225
common_prefix,1100,std_merge_sort,7,1676,792225
common_prefix,1100,string_quick_sort,1,228,99987
common_prefix,1100,string_quick_sort,2,172,99987
common_prefix,1100,string_quick_sort,3,166,99987
common_prefix,1100,string_quick_sort,4,162,99987
common_prefix,1100,string_quick_sort,5,160,99987
common_prefix,1100,string_quick_sort,6,166,99987
common_prefix,1100,string_quick_sort,7,162,99987
common_prefix,1100,string_merge_sort,1,1987,792225
common_prefix,1100,string_merge_sort,2,1955,792225
common_prefix,1100,string_merge_sort,3,1919,792225
common_prefix,1100,string_merge_sort,4,1937,792225
common_prefix,1100,string_merge_sort,5,2448,792225
common_prefix,1100,string_merge_sort,6,1988,792225
common_prefix,1100,string_merge_sort,7,1825,792225
common_prefix,1100,msd_radix_sort,1,2387,90418
common_prefix,1100,msd_radix_sort,2,2249,90418
common_prefix,1100,msd_radix_sort,3,2232,90418
common_prefix,1100,msd_radix_sort,4,2196,90418
common_prefix,1100,msd_radix_sort,5,2344,90418
common_prefix,1100,msd_radix_sort,6,2367,90418
common_prefix,1100,msd_radix_sort,7,2283,90418
common_prefix,1100,msd_radix_quick_sort,1,2138,93275
common_prefix,1100,msd_radix_quick_sort,2,2036,93275
common_prefix,1100,msd_radix_quick_sort,3,2118,93275
common_prefix,1100,msd_radix_quick_sort,4,2192,93275
common_prefix,1100,msd_radix_quick_sort,5,2992,93275
common_prefix,1100,msd_radix_quick_sort,6,2640,93275
common_prefix,1100,msd_radix_quick_sort,7,2504,93275
common_prefix,1200,std_quick_sort,1,1196,1685645
common_prefix,1200,std_quick_sort,2,1092,1685645
common_prefix,1200,std_quick_sort,3,1104,1685645
common_prefix,1200,std_quick_sort,4,991,1685645
common_prefix,1200,std_quick_sort,5,999,1685645
common_prefix,1200,std_quick_sort,6,998,1685645
common_prefix,1200,std_quick_sort,7,1006,1685645
common_prefix,1200,std_merge_sort,1,1924,879421
common_prefix,1200,std_merge_sort,2,1914,879421
common_prefix,1200,std_merge_sort,3,1758,879421
common_prefix,1200,std_merge_sort,4,1595,879421
common_prefix,1200,std_merge_sort,5,1626,879421
common_prefix,1200,std_merge_sort,6,1661,879421
common_prefix,1200,std_merge_sort,7,1664,879421
common_prefix,1200,string_quick_sort,1,188,109030
common_prefix,1200,string_quick_sort,2,182,109030
common_prefix,1200,string_quick_sort,3,177,109030
common_prefix,1200,string_quick_sort,4,178,109030
common_prefix,1200,string_quick_sort,5,173,109030
common_prefix,1200,string_quick_sort,6,167,109030
common_prefix,1200,string_quick_sort,7,168,109030
common_prefix,1200,string_merge_sort,1,2224,879421
common_prefix,1200,string_merge_sort,2,2431,879421
common_prefix,1200,string_merge_sort,3,2543,879421
common_prefix,1200,string_merge_sort,4,2093,879421
common_prefix,1200,string_merge_sort,5,2112,879421
common_prefix,1200,string_merge_sort,6,2105,879421
common_prefix,1200,string_merge_sort,7,2091,879421
common_prefix,1200,msd_radix_sort,1,2665,98649
common_prefix,1200,msd_radix_sort,2,2909,98649
common_prefix,1200,msd_radix_sort,3,2492,98649
common_prefix,1200,msd_radix_sort,4,2541,98649
common_prefix,1200,msd_radix_sort,5,2492,98649
common_prefix,1200,msd_radix_sort,6,2645,98649
common_prefix,1200,msd_radix_sort,7,2717,98649
common_prefix,1200,msd_radix_quick_sort,1,2584,101905
common_prefix,1200,msd_radix_quick_sort,2,2416,101905
common_prefix,1200,msd_radix_quick_sort,3,2158,101905
common_prefix,1200,msd_radix_quick_sort,4,2232,101905
common_prefix,1200,msd_radix_quick_sort,5,2168,101905
common_prefix,1200,msd_radix_quick_sort,6,2177,101905
common_prefix,1200,msd_radix_quick_sort,7,2320,101905
common_prefix,1300,std_quick_sort,1,1067,1800661
common_prefix,1300,std_quick_sort,2,1051,1800661
common_prefix,1300,std_quick_sort,3,1017,1800661
common_prefix,1300,std_quick_sort,4,1017,1800661
common_prefix,1300,std_quick_sort,5,1015,1800661
common_prefix,1300,std_quick_sort,6,1016,1800661
common_prefix,1300,std_quick_sort,7,1018,1800661
common_prefix,1300,std_merge_sort,1,1822,964049
common_prefix,1300,std_merge_sort,2,1786,964049
common_prefix,1300,std_merge_sort,3,1778,964049
common_prefix,1300,std_merge_sort,4,1769,964049
common_prefix,1300,std_merge_sort,5,2251,964049
common_prefix,1300,std_merge_sort,6,1766,964049
common_prefix,1300,std_merge_sort,7,1782,964049
common_prefix,1300,string_quick_sort,1,200,118031
common_prefix,1300,string_quick_sort,2,191,118031
common_prefix,1300,string_quick_sort,3,187,118031
common_prefix,1300,string_quick_sort,4,185,118031
common_prefix,1300,string_quick_sort,5,185,118031
common_prefix,1300,string_quick_sort,6,179,118031
common_prefix,1300,string_quick_sort,7,176,118031
common_prefix,1300,string_merge_sort,1,2226,964049
common_prefix,1300,string_merge_sort,2,2227,964049
common_prefix,1300,string_merge_sort,3,2204,964049
common_prefix,1300,string_merge_sort,4,2525,964049
common_prefix,1300,string_merge_sort,5,2607,964049
common_prefix,1300,string_merge_sort,6,2220,964049
common_prefix,1300,string_merge_sort,7,2212,964049
common_prefix,1300,msd_radix_sort,1,2938,106880
common_prefix,1300,msd_radix_sort,2,2736,106880
common_prefix,1300,msd_radix_sort,3,2880,106880
common_prefix,1300,msd_radix_sort,4,3414,106880
common_prefix,1300,msd_radix_sort,5,2827,106880
common_prefix,1300,msd_radix_sort,6,2797,106880
common_prefix,1300,msd_radix_sort,7,2923,106880
common_prefix,1300,msd_radix_quick_sort,1,2520,110591
common_prefix,1300,msd_radix_quick_sort,2,2922,110591
common_prefix,1300,msd_radix_quick_sort,3,2614,110591
common_prefix,1300,msd_radix_quick_sort,4,2543,110591
common_prefix,1300,msd_radix_quick_sort,5,2503,110591
common_prefix,1300,msd_radix_quick_sort,6,2440,110591
common_prefix,1300,msd_radix_quick_sort,7,2454,110591
common_prefix,1400,std_quick_sort,1,1313,1943463
common_prefix,1400,std_quick_sort,2,1713,1943463
common_prefix,1400,std_quick_sort,3,1408,1943463
common_prefix,1400,std_quick_sort,4,1687,1943463
common_prefix,1400,std_quick_sort,5,1716,1943463
common_prefix,1400,std_quick_sort,6,1575,1943463
common_prefix,1400,std_quick_sort,7,1162,1943463
common_prefix,1400,std_merge_sort,1,2105,1049747
common_prefix,1400,std_merge_sort,2,2013,1049747
common_prefix,1400,std_merge_sort,3,2151,1049747
common_prefix,1400,std_merge_sort,4,2083,1049747
common_prefix,1400,std_merge_sort,5,2003,1049747
common_prefix,1400,std_merge_sort,6,2292,1049747
common_prefix,1400,std_merge_sort,7,2004,1049747
common_prefix,1400,string_quick_sort,1,222,127455
common_prefix,1400,string_quick_sort,2,215,127455
common_prefix,1400,string_quick_sort,3,208,127455
common_prefix,1400,string_quick_sort,4,219,127455
common_prefix,1400,string_quick_sort,5,294,127455
common_prefix,1400,string_quick_sort,6,215,127455
common_prefix,1400,string_quick_sort,7,199,127455
common_prefix,1400,string_merge_sort,1,2662,1049747
common_prefix,1400,string_merge_sort,2,3277,1049747
common_prefix,1400,string_merge_sort,3,2596,1049747
common_prefix,1400,string_merge_sort,4,2525,1049747
common_prefix,1400,string_merge_sort,5,2475,1049747
common_prefix,1400,string_merge_sort,6,2523,1049747
common_prefix,1400,string_merge_sort,7,2503,1049747
common_prefix,1400,msd_radix_sort,1,3642,115111
common_prefix,1400,msd_radix_sort,2,3069,115111
common_prefix,1400,msd_radix_sort,3,3110,115111
common_prefix,1400,msd_radix_sort,4,4212,115111
common_prefix,1400,msd_radix_sort,5,4331,115111
common_prefix,1400,msd_radix_sort,6,3414,115111
common_prefix,1400,msd_radix_sort,7,3028,115111
common_prefix,1400,msd_radix_quick_sort,1,2792,119313
common_prefix,1400,msd_radix_quick_sort,2,3188,119313
common_prefix,1400,msd_radix_quick_sort,3,2907,119313
common_prefix,1400,msd_radix_quick_sort,4,2885,119313
common_prefix,1400,msd_radix_quick_sort,5,2743,119313
common_prefix,1400,msd_radix_quick_sort,6,2677,119313
common_prefix,1400,msd_radix_quick_sort,7,2747,119313
common_prefix,1500,std_quick_sort,1,1162,2042983
common_prefix,1500,std_quick_sort,2,1173,2042983
common_prefix,1500,std_quick_sort,3,1440,2042983
common_prefix,1500,std_quick_sort,4,1178,2042983
common_prefix,1500,std_quick_sort,5,1167,2042983
common_prefix,1500,std_quick_sort,6,1164,2042983
common_prefix,1500,std_quick_sort,7,1169,2042983
common_prefix,1500,std_merge_sort,1,2267,1137236
common_prefix,1500,std_merge_sort,2,2947,1137236
common_prefix,1500,std_merge_sort,3,3473,1137236
common_prefix,1500,std_merge_sort,4,3370,1137236
common_prefix,1500,std_merge_sort,5,2273,1137236
common_prefix,1500,std_merge_sort,6,2072,1137236
common_prefix,1500,std_merge_sort,7,2063,1137236
common_prefix,1500,string_quick_sort,1,234,136648
common_prefix,1500,string_quick_sort,2,221,136648
common_prefix,1500,string_quick_sort,3,215,136648
common_prefix,1500,string_quick_sort,4,210,136648
common_prefix,1500,string_quick_sort,5,208,136648
common_prefix,1500,string_quick_sort,6,207,136648
common_prefix,1500,string_quick_sort,7,205,136648
common_prefix,1500,string_merge_sort,1,2735,1137236
common_prefix,1500,string_merge_sort,2,2840,1137236
common_prefix,1500,string_merge_sort,3,3182,1137236
common_prefix,1500,string_merge_sort,4,2593,1137236
common_prefix,1500,string_merge_sort,5,2590,1137236
common_prefix,1500,string_merge_sort,6,2606,1137236
common_prefix,1500,string_merge_sort,7,2579,1137236
common_prefix,1500,msd_radix_sort,1,4509,123366
common_prefix,1500,msd_radix_sort,2,3798,123366
common_prefix,1500,msd_radix_sort,3,3641,123366
common_prefix,1500,msd_radix_sort,4,3345,123366
common_prefix,1500,msd_radix_sort,5,4674,123366
common_prefix,1500,msd_radix_sort,6,3212,123366
common_prefix,1500,msd_radix_sort,7,3410,123366
common_prefix,1500,msd_radix_quick_sort,1,3171,128010
common_prefix,1500,msd_radix_quick_sort,2,2915,128010
common_prefix,1500,msd_radix_quick_sort,3,3709,128010
common_prefix,1500,msd_radix_quick_sort,4,3329,128010
common_prefix,1500,msd_radix_quick_sort,5,3030,128010
common_prefix,1500,msd_radix_quick_sort,6,2908,128010
common_prefix,1500,msd_radix_quick_sort,7,3020,128010
common_prefix,1600,std_quick_sort,1,1582,2291237
common_prefix,1600,std_quick_sort,2,1357,2291237
common_prefix,1600,std_quick_sort,3,1323,2291237
common_prefix,1600,std_quick_sort,4,1311,2291237
common_prefix,1600,std_quick_sort,5,1511,2291237
common_prefix,1600,std_quick_sort,6,1352,2291237
common_prefix,1600,std_quick_sort,7,1304,2291237
common_prefix,1600,std_merge_sort,1,2382,1226767
common_prefix,1600,std_merge_sort,2,2298,1226767
common_prefix,1600,std_merge_sort,3,3753,1226767
common_prefix,1600,std_merge_sort,4,2388,1226767
common_prefix,1600,std_merge_sort,5,2470,1226767
common_prefix,1600,std_merge_sort,6,2352,1226767
common_prefix,1600,std_merge_sort,7,2314,1226767
common_prefix,1600,string_quick_sort,1,242,145847
common_prefix,1600,string_quick_sort,2,237,145847
common_prefix,1600,string_quick_sort,3,232,145847
common_prefix,1600,string_quick_sort,4,225,145847
common_prefix,1600,string_quick_sort,5,223,145847
common_prefix,1600,string_quick_sort,6,221,145847
common_prefix,1600,string_quick_sort,7,220,145847
common_prefix,1600,string_merge_sort,1,3413,1226767
common_prefix,1600,string_merge_sort,2,2923,1226767
common_prefix,1600,string_merge_sort,3,2832,1226767
common_prefix,1600,string_merge_sort,4,2763,1226767
common_prefix,1600,string_merge_sort,5,2807,1226767
common_prefix,1600,string_merge_sort,6,3085,1226767
common_prefix,1600,string_merge_sort,7,3016,1226767
common_prefix,1600,msd_radix_sort,1,4152,131613
common_prefix,1600,msd_radix_sort,2,3795,131613
common_prefix,1600,msd_radix_sort,3,3963,131613
common_prefix,1600,msd_radix_sort,4,3882,131613
common_prefix,1600,msd_radix_sort,5,3756,131613
common_prefix,1600,msd_radix_sort,6,4203,131613
common_prefix,1600,msd_radix_sort,7,4607,131613
common_prefix,1600,msd_radix_quick_sort,1,3761,136708
common_prefix,1600,msd_radix_quick_sort,2,3433,136708
common_prefix,1600,msd_radix_quick_sort,3,3225,136708
common_prefix,1600,msd_radix_quick_sort,4,3517,136708
common_prefix,1600,msd_radix_quick_sort,5,4003,136708
common_prefix,1600,msd_radix_quick_sort,6,3501,136708
common_prefix,1600,msd_radix_quick_sort,7,3414,136708
common_prefix,1700,std_quick_sort,1,1373,2309957
common_prefix,1700,std_quick_sort,2,1369,2309957
common_prefix,1700,std_quick_sort,3,1379,2309957
common_prefix,1700,std_quick_sort,4,1735,2309957
common_prefix,1700,std_quick_sort,5,1548,2309957
common_prefix,1700,std_quick_sort,6,1373,2309957
common_prefix,1700,std_quick_sort,7,1372,2309957
common_prefix,1700,std_merge_sort,1,2629,1315559
common_prefix,1700,std_merge_sort,2,2575,1315559
common_prefix,1700,std_merge_sort,3,2486,1315559
common_prefix,1700,std_merge_sort,4,3417,1315559
common_prefix,1700,std_merge_sort,5,2803,1315559
common_prefix,1700,std_merge_sort,6,2510,1315559
common_prefix,1700,std_merge_sort,7,2432,1315559
common_prefix,1700,string_quick_sort,1,272,156275
common_prefix,1700,string_quick_sort,2,268,156275
common_prefix,1700,string_quick_sort,3,262,156275
common_prefix,1700,string_quick_sort,4,257,156275
common_prefix,1700,string_quick_sort,5,253,156275
common_prefix,1700,string_quick_sort,6,253,156275
common_prefix,1700,string_quick_sort,7,251,156275
common_prefix,1700,string_merge_sort,1,3115,1315559
common_prefix,1700,string_merge_sort,2,3174,1315559
common_prefix,1700,string_merge_sort,3,2993,1315559
common_prefix,1700,string_merge_sort,4,2999,1315559
common_prefix,1700,string_merge_sort,5,2986,1315559
common_prefix,1700,string_merge_sort,6,2991,1315559
common_prefix,1700,string_merge_sort,7,3433,1315559
common_prefix,1700,msd_radix_sort,1,4579,139870
common_prefix,1700,msd_radix_sort,2,4316,139870
common_prefix,1700,msd_radix_sort,3,3827,139870
common_prefix,1700,msd_radix_sort,4,4362,139870
common_prefix,1700,msd_radix_sort,5,4135,139870
common_prefix,1700,msd_radix_sort,6,4190,139870
common_prefix,1700,msd_radix_sort,7,5465,139870
common_prefix,1700,msd_radix_quick_sort,1,5665,145365
common_prefix,1700,msd_radix_quick_sort,2,6942,145365
common_prefix,1700,msd_radix_quick_sort,3,4246,145365
common_prefix,1700,msd_radix_quick_sort,4,3833,145365
common_prefix,1700,msd_radix_quick_sort,5,3953,145365
common_prefix,1700,msd_radix_quick_sort,6,3639,145365
common_prefix,1700,msd_radix_quick_sort,7,4310,145365
common_prefix,1800,std_quick_sort,1,1594,2655195
common_prefix,1800,std_quick_sort,2,1554,2655195
common_prefix,1800,std_quick_sort,3,1545,2655195
common_prefix,1800,std_quick_sort,4,1546,2655195
common_prefix,1800,std_quick_sort,5,1545,2655195
common_prefix,1800,std_quick_sort,6,1555,2655195
common_prefix,1800,std_quick_sort,7,1560,2655195
common_prefix,1800,std_merge_sort,1,2894,1403756
common_prefix,1800,std_merge_sort,2,2648,1403756
common_prefix,1800,std_merge_sort,3,2499,1403756
common_prefix,1800,std_merge_sort,4,2727,1403756
common_prefix,1800,std_merge_sort,5,2524,1403756
common_prefix,1800,std_merge_sort,6,2505,1403756
common_prefix,1800,std_merge_sort,7,3535,1403756
common_prefix,1800,string_quick_sort,1,280,165706
common_prefix,1800,string_quick_sort,2,272,165706
common_prefix,1800,string_quick_sort,3,267,165706
common_prefix,1800,string_quick_sort,4,263,165706
common_prefix,1800,string_quick_sort,5,264,165706
common_prefix,1800,string_quick_sort,6,272,165706
common_prefix,1800,string_quick_sort,7,271,165706
common_prefix,1800,string_merge_sort,1,3180,1403756
common_prefix,1800,string_merge_sort,2,3148,1403756
common_prefix,1800,string_merge_sort,3,3142,1403756
common_prefix,1800,string_merge_sort,4,4096,1403756
common_prefix,1800,string_merge_sort,5,3200,1403756
common_prefix,1800,string_merge_sort,6,3306,1403756
common_prefix,1800,string_merge_sort,7,3159,1403756
common_prefix,1800,msd_radix_sort,1,5564,148126
common_prefix,1800,msd_radix_sort,2,4782,148126
common_prefix,1800,msd_radix_sort,3,4188,148126
common_prefix,1800,msd_radix_sort,4,4205,148126
common_prefix,1800,msd_radix_sort,5,5545,148126
common_prefix,1800,msd_radix_sort,6,4346,148126
common_prefix,1800,msd_radix_sort,7,4298,148126
common_prefix,1800,msd_radix_quick_sort,1,4403,154033
common_prefix,1800,msd_radix_quick_sort,2,4047,154033
common_prefix,1800,msd_radix_quick_sort,3,3731,154033
common_prefix,1800,msd_radix_quick_sort,4,3923,154033
common_prefix,1800,msd_radix_quick_sort,5,4364,154033
common_prefix,1800,msd_radix_quick_sort,6,4350,154033
common_prefix,1800,msd_radix_quick_sort,7,3893,154033
common_prefix,1900,std_quick_sort,1,1580,2798061
common_prefix,1900,std_quick_sort,2,1581,2798061
common_prefix,1900,std_quick_sort,3,1605,2798061
common_prefix,1900,std_quick_sort,4,1748,2798061
common_prefix,1900,std_quick_sort,5,1657,2798061
common_prefix,1900,std_quick_sort,6,1642,2798061
common_prefix,1900,std_quick_sort,7,1607,2798061
common_prefix,1900,std_merge_sort,1,2784,1492753
common_prefix,1900,std_merge_sort,2,2700,1492753
common_prefix,1900,std_merge_sort,3,3359,1492753
common_prefix,1900,std_merge_sort,4,2990,1492753
common_prefix,1900,std_merge_sort,5,2763,1492753
common_prefix,1900,std_merge_sort,6,2659,1492753
common_prefix,1900,std_merge_sort,7,2671,1492753
common_prefix,1900,string_quick_sort,1,295,174017
common_prefix,1900,string_quick_sort,2,289,174017
common_prefix,1900,string_quick_sort,3,282,174017
common_prefix,1900,string_quick_sort,4,278,174017
common_prefix,1900,string_quick_sort,5,283,174017
common_prefix,1900,string_quick_sort,6,273,174017
common_prefix,1900,string_quick_sort,7,272,174017
common_prefix,1900,string_merge_sort,1,3490,1492753
common_prefix,1900,string_merge_sort,2,3373,1492753
common_prefix,1900,string_merge_sort,3,3386,1492753
common_prefix,1900,string_merge_sort,4,3320,1492753
common_prefix,1900,string_merge_sort,5,3611,1492753
common_prefix,1900,string_merge_sort,6,3558,1492753
common_prefix,1900,string_merge_sort,7,3360,1492753
common_prefix,1900,msd_radix_sort,1,4983,156383
common_prefix,1900,msd_radix_sort,2,5026,156383
common_prefix,1900,msd_radix_sort,3,4933,156383
common_prefix,1900,msd_radix_sort,4,4561,156383
common_prefix,1900,msd_radix_sort,5,4910,156383
common_prefix,1900,msd_radix_sort,6,5054,156383
common_prefix,1900,msd_radix_sort,7,4728,156383
common_prefix,1900,msd_radix_quick_sort,1,4485,162724
common_prefix,1900,msd_radix_quick_sort,2,4391,162724
common_prefix,1900,msd_radix_quick_sort,3,4237,162724
common_prefix,1900,msd_radix_quick_sort,4,4408,162724
common_prefix,1900,msd_radix_quick_sort,5,4712,162724
common_prefix,1900,msd_radix_quick_sort,6,4614,162724
common_prefix,1900,msd_radix_quick_sort,7,4297,162724
common_prefix,2000,std_quick_sort,1,1677,2949944
